Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Nicholas Clarke,GM Digital Diwali - Post Covid,"£24,574",15-Oct-20,October,Q3,North,Manchester,Combined arts,"Above £15,000",
GLOAM LTD,GLOAM Programe Winter 2020/21,"£4,500",15-Oct-20,October,Q3,North,Sheffield,Visual arts,"£15,000 and below",
Emma Molony,Shifting Place & Time,"£13,900",15-Oct-20,October,Q3,South West,East Devon,Visual arts,"£15,000 and below",
Swing Circus,"Swing Circus ""In Colour"" R&D","£14,982",15-Oct-20,October,Q3,South West,"Bristol, City of",Combined arts,"£15,000 and below",
Mobius Dance Group Limited,Curious Playground Testing & Organisational Development,"£67,694",15-Oct-20,October,Q3,North,Leeds,Dance,"Above £15,000",
Helen Davison,(Im)possible Performances,"£14,500",15-Oct-20,October,Q3,South East,Folkestone and Hythe,Visual arts,"£15,000 and below",
Parkinson's Art Community Interest Company,Paint with Parkinson's,"£14,850",15-Oct-20,October,Q3,South East,Buckinghamshire,Visual arts,"£15,000 and below",
Lydia Higginson,Homage To,"£14,800",15-Oct-20,October,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Will Dickie,White Sun,"£11,631",15-Oct-20,October,Q3,North,Liverpool,Theatre,"£15,000 and below",
Adekunle Rufai,S.M.I.L.E-ing Boys Project & Alumni Programme,"£32,500",15-Oct-20,October,Q3,South East,Brighton and Hove,Combined arts,"Above £15,000",
Actiontrack Performance Company,Spreading the Work,"£40,610",15-Oct-20,October,Q3,South West,Somerset West and Taunton,Combined arts,"Above £15,000",
Coral Dawson,Hypothetical Bewilderment- Research and Development,"£19,471",15-Oct-20,October,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Huddersfield Literature Festival,Huddersfield Literature Festival 2021 (HLF2021),"£40,000",15-Oct-20,October,Q3,North,Kirklees,Literature,"Above £15,000",
Hazlehurst Studios,Hazlehurst Studio Expansion - Research and Development,"£14,720",15-Oct-20,October,Q3,North,Halton,Visual arts,"£15,000 and below",
John Hales,Pillowman Development,"£15,000",15-Oct-20,October,Q3,South East,East Suffolk,Theatre,"£15,000 and below",
Shabang! Inclusive Learning,Providence & Beyond,"£32,624",15-Oct-20,October,Q3,North,Kirklees,Not discipline specific,"Above £15,000",
Moth Physical Theatre,"Jack, Jill and the Landfill","£14,880",15-Oct-20,October,Q3,North,Preston,Theatre,"£15,000 and below",
TOMORROWS LEADERS NORTH EAST CIC,OGUN,"£12,000",15-Oct-20,October,Q3,North,Stockton-on-Tees,Literature,"£15,000 and below",
Arts at the Old Fire Station,ICON Touring,"£1,664",15-Oct-20,October,Q3,South East,Oxford,Visual arts,"£15,000 and below",
Platform4,Completion of Day of the Triffids Mash Up Music/Climate Change Project,"£14,500",15-Oct-20,October,Q3,South West,Winchester,Theatre,"£15,000 and below",
Renata Retallack,Renata Allen,"£14,835",15-Oct-20,October,Q3,South East,Oxford,Theatre,"£15,000 and below",
Great Northern Events (NW) Ltd,The Great Northern Contemporary Craft Fair 2021,"£60,084",15-Oct-20,October,Q3,North,Manchester,Visual arts,"Above £15,000",
Jennifer Gilbert,R&D and the creation of online events and exhibitions for disabled artists,"£30,480",15-Oct-20,October,Q3,North,Manchester,Visual arts,"Above £15,000",
Folio Theatre,Workshop Programme & Organisational Development,"£14,993",15-Oct-20,October,Q3,South West,Wiltshire,Theatre,"£15,000 and below",
Sadie Harrison,PASTURE AND STORMS: New Music for the Single-Handed Pianist,"£42,381",15-Oct-20,October,Q3,South West,Dorset,Music,"Above £15,000",
Pier Projects Art Agency CIC,Pier Projects Aftershocks 2020-2022,"£42,976",15-Oct-20,October,Q3,South East,West Suffolk,Visual arts,"Above £15,000",
Kia Abdullah,Kia Abdullah Book 3,"£15,000",15-Oct-20,October,Q3,North,Richmondshire,Literature,"£15,000 and below",
Midnight Mango Ltd,Midnight Mango Hybrid Show Series,"£14,970",15-Oct-20,October,Q3,South West,Sedgemoor,Music,Grassroots Music,
Made By Mortals,Armchair Adventures,"£14,950",15-Oct-20,October,Q3,North,Tameside,Theatre,"£15,000 and below",
Muenda Kamara,Animal Farm,"£8,504",20-Oct-20,October,Q3,Midlands,North West Leicestershire,Combined arts,"£15,000 and below",
Gob Squad UK LTD,Gob Squad's 1984 research and development,"£14,998",20-Oct-20,October,Q3,Midlands,Nottingham,Combined arts,"£15,000 and below",
Lewys Holt,Empty Orchestra - R+D & Professional Development,"£14,945",20-Oct-20,October,Q3,Midlands,Nottingham,Dance,"£15,000 and below",
Marie Foulston,Electronic Voyages - R&D,"£14,750",20-Oct-20,October,Q3,Midlands,Warwick,Combined arts,"£15,000 and below",
Tracey Louise West,Five Faces of Woman,"£14,837",20-Oct-20,October,Q3,Midlands,Coventry,Theatre,"£15,000 and below",
Kevin Fegan,Belper community play R&D,"£14,885",20-Oct-20,October,Q3,Midlands,Amber Valley,Theatre,"£15,000 and below",
FTM Dance,FTM Dance Anthem 2020,"£15,000",20-Oct-20,October,Q3,Midlands,Leicester,Combined arts,"£15,000 and below",
Jefny Ashcroft,Driving The Ghost Bus,"£14,261",20-Oct-20,October,Q3,Midlands,Wolverhampton,Theatre,"£15,000 and below",
Lucy Tomlins,"Camp, Do We Go Around the Houses, Or Do Houses Go Around Us?","£12,915",20-Oct-20,October,Q3,Midlands,Warwick,Visual arts,"£15,000 and below",
Spiltmilk Dance,Christmas Show Research and Development,"£14,697",20-Oct-20,October,Q3,Midlands,Warwick,Dance,"£15,000 and below",
Rachel Brown,Cult Mentality Part 2,"£15,000",20-Oct-20,October,Q3,Midlands,West Northamptonshire,Theatre,"£15,000 and below",
Boston Williams,Florilegium,"£10,530",20-Oct-20,October,Q3,Midlands,Leicester,Literature,"£15,000 and below",
Jordon Johnson,KNQ Artist Development,"£15,000",21-Oct-20,October,Q3,London,Southwark,Music,"£15,000 and below",
Bird On The Wire,Developing emerging alternative BAME artists within the BOTW roster,"£15,000",21-Oct-20,October,Q3,London,Southwark,Music,Grassroots Music,
Maria De Les Neus Gil Cortes,NOISE,"£20,195",21-Oct-20,October,Q3,London,Southwark,Dance,"£15,000 and below",
Susanna Dye,STIMMING R&D,"£17,590",21-Oct-20,October,Q3,London,Ealing,Dance,"£15,000 and below",
WTF,WTF in Lights,"£13,000",21-Oct-20,October,Q3,South West,South Somerset,Visual arts,"£15,000 and below",
Paul Lynn,Audio Insult Street Poetry & Art Projectz,"£14,995",21-Oct-20,October,Q3,South West,Cornwall,Music,"£15,000 and below",
Taira Foo,SICK,"£14,756",21-Oct-20,October,Q3,South East,Buckinghamshire,Dance,"£15,000 and below",
Carolyn Black,professional development 2,"£8,615",21-Oct-20,October,Q3,South West,Forest of Dean,Visual arts,"£15,000 and below",
Jennifer Binnie,Jennifer Binnie,"£10,798",21-Oct-20,October,Q3,South East,Wealden,Visual arts,"£15,000 and below",
Jennifer Moore,How Brave Is The Wren - Word Play,"£14,500",21-Oct-20,October,Q3,Midlands,Birmingham,Literature,"£15,000 and below",
Callum Coomber,almanac for a sanguine solstice,"£3,402",21-Oct-20,October,Q3,South East,Babergh,Music,"£15,000 and below",
BoojumandSnark,SANDOWN ART RESIDENCY PROJECT,"£15,000",21-Oct-20,October,Q3,South West,Isle of Wight,Combined arts,"£15,000 and below",
Stephen Livingstone,Hive Geometrix,"£6,380",21-Oct-20,October,Q3,North,County Durham,Visual arts,"£15,000 and below",
Rachel Foote,Rachel Foote - Individual Project Grant Sept 2020,"£1,700",21-Oct-20,October,Q3,South West,Test Valley,Theatre,"£15,000 and below",
Angel Exit Theatre,Newfoundland Distanced Devising,"£14,992",21-Oct-20,October,Q3,South West,Dorset,Theatre,"£15,000 and below",
Jos Bitelli,Zero Hours. Episode 1: The Closet in the Stars,"£9,985",21-Oct-20,October,Q3,London,Brent,Visual arts,"£15,000 and below",
Bechdel Theatre,Bechdel Theatre Organisational Development,"£12,139",21-Oct-20,October,Q3,London,Southwark,Theatre,"£15,000 and below",
Emma Boor,The Abominable Snowman,"£14,950",21-Oct-20,October,Q3,South East,Oxford,Theatre,"£15,000 and below",
Jade Hackett,finalising the script and live reading for new Hip Hop theatre work ‘Boxed Up’,"£10,550",21-Oct-20,October,Q3,London,Hackney,Dance,"£15,000 and below",
Generation Arts,Get Scene 2020,"£15,000",21-Oct-20,October,Q3,London,Newham,Theatre,"£15,000 and below",
Evan Lordan,100 Days,"£9,067",21-Oct-20,October,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
Body Politic Dance Limited,Initial research and development of all female produced Hip Hop dance theatre production THEM,"£15,000",21-Oct-20,October,Q3,South East,Oxford,Dance,"£15,000 and below",
Samantha Bowen,SEND in Museums,"£15,000",21-Oct-20,October,Q3,South East,Swale,Museums,"£15,000 and below",
Aunty Jen Productions,Sleeping Beauty - A socially distanced pantomime,"£13,507",21-Oct-20,October,Q3,Midlands,Stratford-on-Avon,Theatre,"£15,000 and below",
Rachel Pimm,Black Presence in the Garden 2020,"£14,872",21-Oct-20,October,Q3,London,Southwark,Combined arts,"£15,000 and below",
Uproot Productions,Uproot Connect,"£13,913",21-Oct-20,October,Q3,London,Camden,Theatre,"£15,000 and below",
Fluid Motion Theatre Company,Fluid Motion Organisational Development - Stage 3,"£14,767",21-Oct-20,October,Q3,South West,Basingstoke and Deane,Theatre,"£15,000 and below",
Verve Poetry Press,Verve Publishing Schedule 2020-1,"£13,679",21-Oct-20,October,Q3,Midlands,Warwick,Literature,"£15,000 and below",
Rosemary James,Filaments Light Event,"£3,180",21-Oct-20,October,Q3,South East,Tonbridge and Malling,Visual arts,"£15,000 and below",
PLZ Make It Ruins,PLZ Make It Ruins Compilation Project,"£10,000",21-Oct-20,October,Q3,London,Camden,Music,"£15,000 and below",
Mrs Bakers Medway Theatre Company Ltd,The Wave,"£10,000",21-Oct-20,October,Q3,South East,Medway,Theatre,"£15,000 and below",
Three Left Feet Productions,The Snow Queen - Shadow Puppetry Storybook Theatre,"£7,873",21-Oct-20,October,Q3,North,Lancaster,Theatre,"£15,000 and below",
Noel Bowler,Adastral Park – A history of the British Workspace,"£14,200",21-Oct-20,October,Q3,South East,Ipswich,Visual arts,"£15,000 and below",
Rachael A Young,THIRST TRAP / Intersectional Environmentalism Performance at Home,"£14,937",21-Oct-20,October,Q3,Midlands,Nottingham,Theatre,"£15,000 and below",
Bok Bok Books Ltd,Bok Bok Books,"£14,735",21-Oct-20,October,Q3,London,Redcar and Cleveland,Literature,"£15,000 and below",
Jenny Lewis,100 Years,"£15,000",21-Oct-20,October,Q3,London,Hackney,Visual arts,"£15,000 and below",
KatAlyst Productions,Beginnings,"£2,500",21-Oct-20,October,Q3,South East,North Hertfordshire,Theatre,"£15,000 and below",
Amy Fellows,Marianne North,"£6,550",21-Oct-20,October,Q3,South East,Norwich,Visual arts,"£15,000 and below",
Curious Creations,Winter Wonders 2020,"£13,796",21-Oct-20,October,Q3,Midlands,Lincoln,Combined arts,"£15,000 and below",
Hull Dance CIC,Make - Watch - Talk2,"£14,950",21-Oct-20,October,Q3,Midlands,North Kesteven,Dance,"£15,000 and below",
Louis Glazzard,Human Men Poetry Manuscript,"£14,290",21-Oct-20,October,Q3,North,Manchester,Literature,"£15,000 and below",
Alexandra Hearth,Hot Girls Podcast,"£14,340",21-Oct-20,October,Q3,London,Hackney,Music,"£15,000 and below",
Yorkshire Sound Women Network,Level Up in Audio,"£15,000",21-Oct-20,October,Q3,North,Kirklees,Music,"£15,000 and below",
Liga Orlovska,Overgrown City,"£9,104",21-Oct-20,October,Q3,Midlands,Leicester,Visual arts,"£15,000 and below",
Majid Mehdizadeh-Valoujerdy,Y'MAM engagement & production,"£14,622",21-Oct-20,October,Q3,North,Liverpool,Theatre,"£15,000 and below",
Chloe Hillyar,The Pregnant Dancer: A Research & Development,"£11,907",21-Oct-20,October,Q3,South East,Buckinghamshire,Dance,"£15,000 and below",
John Jenkins,John Jenkins Music,"£10,640",21-Oct-20,October,Q3,North,Wirral,Music,Grassroots Music,
Allegra Inniss,Creation of EP,"£7,515",21-Oct-20,October,Q3,North,Fylde,Music,"£15,000 and below",
Christopher Hopkins,Impressions,"£6,795",21-Oct-20,October,Q3,South East,Buckinghamshire,Dance,"£15,000 and below",
Amit Patel,Played Twice,"£14,820",21-Oct-20,October,Q3,London,Islington,Music,"£15,000 and below",
James Redwood,Share Sounds,"£10,500",21-Oct-20,October,Q3,South East,Brighton and Hove,Music,"£15,000 and below",
Laila Sumpton,Poetry Versus Colonialism,"£10,868",21-Oct-20,October,Q3,London,Lewisham,Literature,"£15,000 and below",
Flabbergast Theatre,Macbeth post Covid,"£15,000",21-Oct-20,October,Q3,South East,Huntingdonshire,Theatre,"£15,000 and below",
Young and Talented,Originate: Young Actors Programme,"£14,995",21-Oct-20,October,Q3,London,Waltham Forest,Theatre,"£15,000 and below",
Julie Fox,Thank you for the Music,"£6,950",21-Oct-20,October,Q3,Midlands,Bassetlaw,Music,"£15,000 and below",
Nigel Barrett,A Festival Of Adventures,"£16,228",21-Oct-20,October,Q3,London,Tower Hamlets,Theatre,"£15,000 and below",
RJE Music Ltd,Building a Safe Space,"£3,945",21-Oct-20,October,Q3,Midlands,Birmingham,Music,Grassroots Music,
Ryan Boultbee,No Jobs in the Arts,"£15,000",21-Oct-20,October,Q3,Midlands,Nottingham,Visual arts,"£15,000 and below",
Stella Subbiah,Knave of Hearts,"£11,625",21-Oct-20,October,Q3,London,Barnet,Dance,"£15,000 and below",
Richard Crowe,A Pantomime for Somerset,"£15,245",21-Oct-20,October,Q3,South West,Mendip,Theatre,"£15,000 and below",
Natalie Wade,Cats Mother Online,"£9,750",21-Oct-20,October,Q3,London,Camden,Music,"£15,000 and below",
Jane Chan,F-ing Good Provocation,"£14,998",21-Oct-20,October,Q3,London,Tower Hamlets,Dance,"£15,000 and below",
Steven Kavuma,This is Black 2.0 Digital,"£14,250",21-Oct-20,October,Q3,London,Enfield,Theatre,"£15,000 and below",
Music Worldwide,Connecting Cultures,"£14,935",21-Oct-20,October,Q3,South East,Norwich,Music,"£15,000 and below",
Josephine Harris,Josephine Harris,"£15,000",21-Oct-20,October,Q3,London,Southwark,Music,"£15,000 and below",
James Cook,Creating a Safe and Resilient Performance Platform for Local Musicians,"£14,857",21-Oct-20,October,Q3,North,Newcastle upon Tyne,Music,"£15,000 and below",
Kenneth Emson,Radio Caroline,"£14,771",21-Oct-20,October,Q3,South East,Thurrock,Theatre,"£15,000 and below",
Music for the Many,M4M new ways,"£13,498",21-Oct-20,October,Q3,North,Calderdale,Music,"£15,000 and below",
Raymond Hunt,Queer By Extension,"£14,956",21-Oct-20,October,Q3,London,Haringey,Combined arts,"£15,000 and below",
Stacey Gwilliam,Doorstep Diaries MK,"£2,500",21-Oct-20,October,Q3,South East,Milton Keynes,Visual arts,"£15,000 and below",
Jarred McGinnis,"In 7.5 Billion Years, the Earth Will Be Swallowed by the Sun","£13,529",21-Oct-20,October,Q3,London,Tower Hamlets,Literature,"£15,000 and below",
Mcnicol Ballet Collective,McNicol Ballet Collective,"£14,500",21-Oct-20,October,Q3,North,Kirklees,Dance,"£15,000 and below",
StevieRay Latham,Recording the New EP 'Letters from Suburbia',"£3,375",21-Oct-20,October,Q3,South West,North Devon,Music,"£15,000 and below",
Omari Swanston - Jeffers,The Shoulders of Giants Preparation R&D,"£19,950",21-Oct-20,October,Q3,North,Leeds,Not discipline specific,"£15,000 and below",
Jason Young,Caribbean Stories,"£13,355",21-Oct-20,October,Q3,London,Haringey,Theatre,"£15,000 and below",
Svetlana Atlavina,SVETTA Art Club,"£5,897",21-Oct-20,October,Q3,London,Brent,Visual arts,"£15,000 and below",
Sophie Ross,It Takes A Village R&D,"£14,747",21-Oct-20,October,Q3,South West,Test Valley,Theatre,"£15,000 and below",
Richard Wheater,Circle / Sphere - Fred Tschida,"£14,500",21-Oct-20,October,Q3,North,Wakefield,Visual arts,"£15,000 and below",
The Herd Theatre Ltd,Whalesong - Research and Development for a new theatre experience for young children and their families around grief.,"£14,758",21-Oct-20,October,Q3,North,"Kingston upon Hull, City of",Theatre,"£15,000 and below",
Nick Field,Development of new projects & skills to create a sustainable artistic practice,"£14,780",21-Oct-20,October,Q3,London,Lambeth,Literature,"£15,000 and below",
Rosanna Lee,Parallel,"£14,995",21-Oct-20,October,Q3,South East,Chelmsford,Visual arts,"£15,000 and below",
Kat Lee-Ryan,Kat Lee-Ryan,"£14,052",21-Oct-20,October,Q3,South East,Hastings,Music,"£15,000 and below",
Saffron Hall Trust,Socially distanced events at Saffron Hall,"£14,500",21-Oct-20,October,Q3,South East,Uttlesford,Music,"£15,000 and below",
Chris Cundy,Archaeology of the Ear Radio,"£8,909",21-Oct-20,October,Q3,South West,Cheltenham,Music,"£15,000 and below",
Thomas Bailey,"R&D on a theatre project exploring resource extraction, with an addition of theatre company filming activities","£15,000",21-Oct-20,October,Q3,South West,"Bristol, City of",Theatre,"£15,000 and below",
eastcheapspace,Cloud9,"£13,237",21-Oct-20,October,Q3,South East,North Hertfordshire,Visual arts,"£15,000 and below",
Grace Church,The Mother Sh*t R&D,"£14,972",21-Oct-20,October,Q3,South East,Brighton and Hove,Combined arts,"£15,000 and below",
Marlborough Theatre Productions Ltd,Coast is Queer 2020,"£15,500",21-Oct-20,October,Q3,South East,Brighton and Hove,Literature,"£15,000 and below",
Tim Fowler,Potassium,"£11,703",21-Oct-20,October,Q3,Midlands,Leicester,Visual arts,"£15,000 and below",
Fay Lomas,Land Skeins,"£14,997",21-Oct-20,October,Q3,London,Richmond upon Thames,Theatre,"£15,000 and below",
David Murphy,Sonic Immersion - exploring the transformative power of sound and music,"£14,350",21-Oct-20,October,Q3,South East,St Albans,Music,"£15,000 and below",
Script Sirens,Siren Screams,"£10,000",21-Oct-20,October,Q3,Midlands,Birmingham,Theatre,"£15,000 and below",
Bella Milroy,Mob-Shop,"£21,675",21-Oct-20,October,Q3,Midlands,Chesterfield,Visual arts,"£15,000 and below",
Joy C Martindale,The Liberating Gesture,"£14,977",21-Oct-20,October,Q3,South East,Dover,Visual arts,"£15,000 and below",
Dizzy O'Dare,Story Trails,"£15,000",21-Oct-20,October,Q3,South East,Medway,Literature,"£15,000 and below",
Sean Linnen,WE NEED TO TALK ABOUT GRIEF,"£15,999",21-Oct-20,October,Q3,London,Wandsworth,Theatre,"£15,000 and below",
Cash Aspeek,Doorstep Project,"£14,950",21-Oct-20,October,Q3,London,Lewisham,Visual arts,"£15,000 and below",
