Recipient,Activity name,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority
Speaking Volumes Live Literature Productions,Women Speak Volumes,"£25,935",28-Jun-23,June,Q1,London,Lambeth,Literature,"£30,000 and below",
Newcastle Asian Arts and Music,Newcastle Mela 2023,"£58,670",28-Jun-23,June,Q1,North,Newcastle upon Tyne,Combined arts,"Above £30,000",
Kanjana Nicholas,'Imagine If We Could Fly',"£32,475",28-Jun-23,June,Q1,Midlands,Wolverhampton,Visual arts,"£30,000 and below",
Lisa Simpson Inclusive Dance,Being Human,"£69,088",28-Jun-23,June,Q1,North,Knowsley,Dance,"Above £30,000",
Friends of Jesmond Library,Writer in Residence,"£10,720",28-Jun-23,June,Q1,North,Newcastle upon Tyne,Literature,"£30,000 and below",
Midland Actors Theatre,Iliad/Gita: New Play Commission and Script Development Process,"£24,466",28-Jun-23,June,Q1,Midlands,Birmingham,Theatre,"£30,000 and below",
Callaloo Community Arts,Mersquerade 'Make And Test' 2,"£32,200",28-Jun-23,June,Q1,North,Kirklees,Combined arts,"£30,000 and below",
Lydia Cottrell,Brightside,"£19,864",28-Jun-23,June,Q1,North,Leeds,Dance,"£30,000 and below",
Todmorden Book Festival,Todmorden Book Festival 2023,"£9,600",28-Jun-23,June,Q1,North,Calderdale,Literature,"£30,000 and below",
Life and Limb Puppets CIC,Dragon development & tour,"£17,262",28-Jun-23,June,Q1,North,Gateshead,Theatre,"£30,000 and below",
Thrive Dance,"Touring triple bill, outreach workshops & organisational development","£30,000",28-Jun-23,June,Q1,London,Haringey,Dance,"£30,000 and below",
Science Museum Group,"Cotton Connections: Global stories, local collections","£16,000",28-Jun-23,June,Q1,London,Kensington and Chelsea,Museums,"£30,000 and below",Unlocking Collections
Everyday,Everyday - Taking Shape R&D,"£29,750",28-Jun-23,June,Q1,North,Wigan,Visual arts,"£30,000 and below",
Wigan Council - Be Well,Haigh Hall sculpture trail,"£85,000",28-Jun-23,June,Q1,North,Wigan,Visual arts,"Above £30,000",
Ashabi Ajikawo,Voices of the Global Majority,"£29,289",28-Jun-23,June,Q1,London,Haringey,Theatre,"£30,000 and below",
Gender and the Large and Shiny Instruments,GALSI Course,"£23,931",28-Jun-23,June,Q1,London,Greenwich,Music,"£30,000 and below",
Ella Jones,Cubism and Collectivism: Forging Solidarities Amongst Precarious Workers,"£29,993",28-Jun-23,June,Q1,London,Lewisham,Visual arts,"£30,000 and below",
Arbonauts,R&D Remedy for an Island,"£12,731",28-Jun-23,June,Q1,London,Lewisham,Visual arts,"£30,000 and below",
Edward Hurst,"RESUBMISSION: Witches, Neurodiversity & The Vengaboys: Step change into collaborative Theatre Practice","£23,215",28-Jun-23,June,Q1,North,Trafford,Theatre,"£30,000 and below",
TramShed Theatre Company,Hear Our Voice,"£50,500",28-Jun-23,June,Q1,North,Wigan,Theatre,"Above £30,000",
Nottingham Community Artist Network,Let's Build Fam,"£37,193",29-Jun-23,June,Q1,Midlands,Gedling,Music,"Above £30,000",Supporting Grassroots Live Music
Justin Dean,A Vibrant Sound,"£34,877",29-Jun-23,June,Q1,Midlands,Derbyshire Dales,Music,"Above £30,000",Supporting Grassroots Live Music
Warwickshire County Council,Unlocking Collections: Warwickshire Museum,"£76,054",29-Jun-23,June,Q1,Midlands,Warwick,Museums,"Above £30,000",Unlocking Collections
Museum of Royal Worcester,Bringing Worcester's Porcelain Heritage to life,"£49,805",29-Jun-23,June,Q1,Midlands,Worcester,Museums,"Above £30,000",Unlocking Collections
Wakefield Council,Year of Culture 2024 Wakefield Council,"£500,000",29-Jun-23,June,Q1,North,Wakefield,Museums,"Above £30,000 - Place Partnership project",NULL
videoclub,Dreamy Place,"£56,218",30-Jun-23,June,Q1,South East,Adur,Combined arts,"Above £30,000",
The London Borough of Barking and Dagenham,Inspiring Futures Barking and Dagenham CEP,"£465,521",30-Jun-23,June,Q1,London,Barking and Dagenham,Not discipline specific,"Above £30,000 - Place Partnership project",NULL
Medway Libraries,Destination Luton,"£49,720",30-Jun-23,June,Q1,South East,Medway,Libraries,"Above £30,000",
Lucy Hayward,Chaotic Canal Research and Development Exploring access,"£45,000",4-Jul-23,July,Q2,Midlands,Birmingham,Theatre,"£30,000 and below",
The Wardrobe Theatre,"Exciting new Wardrobe Theatre production running in East Bristol, Weston-super-Mare and online in 2023-2024","£31,598",4-Jul-23,July,Q2,South West,"Bristol, City of",Theatre,"£30,000 and below",
Suffolk Archives,Deaf perspectives - past and present,"£26,500",4-Jul-23,July,Q2,South East,Ipswich,Combined arts,"£30,000 and below",
Worcestershire Acute Hospitals Charity,A&E Arts,"£27,271",4-Jul-23,July,Q2,Midlands,Worcester,Visual arts,"£30,000 and below",
Abigail Conway,//RIDE project R&D towards UK Premiere_resubmission,"£27,073",4-Jul-23,July,Q2,South East,Chichester,Visual arts,"£30,000 and below",
Jordan Charles,OYA R&D,"£33,230",4-Jul-23,July,Q2,Midlands,Nuneaton and Bedworth,Theatre,"£30,000 and below",
Chris Pavia,Echoes within the earth,"£15,725",4-Jul-23,July,Q2,South East,Chichester,Dance,"£30,000 and below",
Ben Fredericks Collaborations,AR Miniatures Theatre R&D,"£24,932",4-Jul-23,July,Q2,Midlands,Leicester,Theatre,"£30,000 and below",
Will Dowland,Ticcing Along,"£7,964",4-Jul-23,July,Q2,South West,Dorset,Theatre,"£30,000 and below",
Carducci Music Trust,String Quartet 2.0,"£4,200",4-Jul-23,July,Q2,South West,East Hampshire,Music,"£30,000 and below",
Gye Nyame Limited,The Immortal Gift - Celebration of the Life of Henrietta Lacks,"£29,900",4-Jul-23,July,Q2,South East,Epping Forest,Theatre,"£30,000 and below",
Newhaven Art Space,House And Home,"£30,526",4-Jul-23,July,Q2,South East,Lewes,Visual arts,"£30,000 and below",
Museum of Colour CIC,Ageless,"£29,920",4-Jul-23,July,Q2,South East,Folkestone and Hythe,Dance,"£30,000 and below",
broseley life skills,Creative Hub,"£13,350",4-Jul-23,July,Q2,Midlands,Shropshire,Combined arts,"£30,000 and below",
Harry Fitzpatrick,Wet Cement,"£10,500",4-Jul-23,July,Q2,South East,Southend-on-Sea,Theatre,"£30,000 and below",
Victoria Moran,£1 Thursdays at Finborough Theatre,"£40,000",4-Jul-23,July,Q2,South East,Windsor and Maidenhead,Theatre,"£30,000 and below",
Robert Koenig,Odyssey 2023,"£15,100",4-Jul-23,July,Q2,South East,Brighton and Hove,Visual arts,"£30,000 and below",
Sustainable Conservation Trust,Alleyways of Gosport,"£30,000",4-Jul-23,July,Q2,South West,Portsmouth,Visual arts,"£30,000 and below",
Kino Kult CIC,Rituals for Earthly Survival,"£30,000",4-Jul-23,July,Q2,South West,Portsmouth,Dance,"£30,000 and below",
Double Elephant CIC,Botanical Printmaking,"£20,000",4-Jul-23,July,Q2,South West,Exeter,Visual arts,"£30,000 and below",
Tess Chalmers,Youth persons Eco Project,"£14,226",4-Jul-23,July,Q2,South East,South Cambridgeshire,Theatre,"£30,000 and below",
Theatre Royal Bath,Wendy a Peter Pan Story (WAPPS),"£59,469",4-Jul-23,July,Q2,South West,Bath and North East Somerset,Theatre,"£30,000 and below",
-,-,"£29,218",4-Jul-23,July,Q2,South West,"Bristol, City of",Music,"£30,000 and below",
Keeping kids off the streets,Milton Keynes Mela 2023,"£28,000",4-Jul-23,July,Q2,South East,Milton Keynes,Combined arts,"£30,000 and below",
Lila Dance,Resubmission: Fault Lines. New Co-Created Work,"£32,500",4-Jul-23,July,Q2,South West,"Bournemouth, Christchurch and Poole",Dance,"£30,000 and below",
sam butters,Football and Mental Health: developing work with working-class communities,"£27,889",4-Jul-23,July,Q2,Midlands,Birmingham,Theatre,"£30,000 and below",
Paul Miller,The Gingerbread Witch,"£51,112",5-Jul-23,July,Q2,North,Newcastle upon Tyne,Theatre,"£30,000 and below",
Matthew Pickering,Grazing the Surface,"£10,380",5-Jul-23,July,Q2,North,Newcastle upon Tyne,Visual arts,"£30,000 and below",
Peoplescape Theatre,"Theatre By, With and For All","£29,856",5-Jul-23,July,Q2,North,Manchester,Theatre,"£30,000 and below",
Nuvo Wellbeing,Dance Ability Durham,"£29,290",5-Jul-23,July,Q2,North,Stockton-on-Tees,Dance,"£30,000 and below",
Middlesbrough Mela CIC,Middlesbrough Mela 2023,"£29,602",5-Jul-23,July,Q2,North,Middlesbrough,Combined arts,"£30,000 and below",
Words of Colour Productions,Conversations with Baldwin 2023 Pilot,"£25,209",5-Jul-23,July,Q2,London,Tower Hamlets,Literature,"£30,000 and below",
Tatty Hennessy,Attrition - Research & Development (resubmission),"£9,092",5-Jul-23,July,Q2,London,Westminster,Theatre,"£30,000 and below",
SIOMARA GIRALDO BEDOYA,De Camino a Ti,"£15,452",5-Jul-23,July,Q2,London,Southwark,Combined arts,"£30,000 and below",
Republic of Consciousness Foundation,Republic of Consciousness Prize,"£21,000",5-Jul-23,July,Q2,London,Wandsworth,Literature,"£30,000 and below",
Daniel Kettle,THE WORLD IN YOUR HAND,"£5,721",5-Jul-23,July,Q2,London,Waltham Forest,Theatre,"£30,000 and below",
Maja Laskowska,Traces of Care,"£12,600",5-Jul-23,July,Q2,London,Southwark,Combined arts,"£30,000 and below",
Stephen Fletcher,ECHO CHAMBER Community Outreach Production,"£20,000",5-Jul-23,July,Q2,London,Lewisham,Theatre,"£30,000 and below",
Catherine Osterberg,3236RLS 2023,"£14,995",5-Jul-23,July,Q2,London,Islington,Visual arts,"£30,000 and below",
Romano Viazzani,London Tango,"£33,000",5-Jul-23,July,Q2,London,Harrow,Dance,"£30,000 and below",
Bhebhe& Davies,The Bhebhe&Davies 2023 Programme,"£32,580",5-Jul-23,July,Q2,London,Lewisham,Theatre,"£30,000 and below",
Jessica McDonagh,Gravestown Research and Development 2023,"£14,735",5-Jul-23,July,Q2,North,Bolton,Theatre,"£30,000 and below",
Lara Macardle,In Reach,"£29,975",5-Jul-23,July,Q2,London,Lambeth,Music,"£30,000 and below",
Yorke Dance Project,Mindful Pilot and Launch,"£29,631",5-Jul-23,July,Q2,London,Islington,Dance,"£30,000 and below",
Ryedale Festival,Ryedale Festival 2023,"£30,000",5-Jul-23,July,Q2,North,North Yorkshire,Music,"£30,000 and below",Supporting Grassroots Live Music
Art Night,Art Night 2023 - England Tour,"£15,000",5-Jul-23,July,Q2,London,Enfield,Visual arts,"£30,000 and below",
The Middle Floor,Artists for Artists,"£29,996",5-Jul-23,July,Q2,North,Leeds,Dance,"£30,000 and below",
Bubble Club CIC,Bubble Club Nights,"£26,623",5-Jul-23,July,Q2,London,Tower Hamlets,Music,"£30,000 and below",Supporting Grassroots Live Music
Leicester Dance Theatre Limited,Mehek - International Dance Live,"£123,700",10-Jul-23,July,Q2,Midlands,Leicester,Dance,"Above £30,000 - Nationally Significant project",
64 Million Artists,64 Million Artists - A national programme to encourage everyday creativity,"£249,955",10-Jul-23,July,Q2,South West,Stroud,Not discipline specific,"Above £30,000 - Nationally Significant project",
The Reading Agency,Reading Agency: Health & Wellbeing Programme,"£600,000",10-Jul-23,July,Q2,London,Camden,Libraries,"Above £30,000 - Nationally Significant project",
New Movement Collective,Les Noces Re-imagined,"£60,000",10-Jul-23,July,Q2,London,Wandsworth,Music,"Above £30,000",
Live Art Bistro,CLAY artistic programme to develop live audiences,"£75,426",10-Jul-23,July,Q2,North,Leeds,Combined arts,"Above £30,000",
African Community Heritage Hub Ltd,BALSALL HEATH YOUTH MUSIC PROJECT,"£19,769",11-Jul-23,July,Q2,Midlands,Birmingham,Music,"£30,000 and below",
Nicola Taylor,The Salon R&D | Application Resubmission,"£27,282",11-Jul-23,July,Q2,London,Waltham Forest,Theatre,"£30,000 and below",
As If Productions,"Night Bakers: R+D, film + educational outreach programme","£18,731",11-Jul-23,July,Q2,Midlands,Birmingham,Theatre,"£30,000 and below",
Emily Moore,Another Sky Festival Sep-Oct 2023,"£31,800",11-Jul-23,July,Q2,London,Lewisham,Music,"£30,000 and below",
Anything Other Theatre Company,R&D: Things That Might Become,"£38,200",11-Jul-23,July,Q2,North,Greenwich,Theatre,"£30,000 and below",
Beeja,DFC Croydon 2023 Under,"£30,000",11-Jul-23,July,Q2,London,Croydon,Dance,"£30,000 and below",
Maisie Whitehead,"She Said Jump: touring, R&D & company development","£29,508",11-Jul-23,July,Q2,London,Richmond upon Thames,Theatre,"£30,000 and below",
Drum The Bass Ltd,YCC - Yorkshire,"£30,000",11-Jul-23,July,Q2,London,Croydon,Music,"£30,000 and below",
Artmakers,New Atlantic Wave Developments,"£47,448",11-Jul-23,July,Q2,South West,North Devon,Visual arts,"Above £30,000",
Ferdous Hussein,Islamic Arts Project,"£17,435",11-Jul-23,July,Q2,Midlands,Leicester,Visual arts,"£30,000 and below",
Wildthiings,HOME2,"£28,531",11-Jul-23,July,Q2,Midlands,Nottingham,Combined arts,"£30,000 and below",
Saffron Records,Enriching & Innovative Musical Experiences,"£75,000",11-Jul-23,July,Q2,South West,"Bristol, City of",Music,"Above £30,000",
Plymouth Music Zone Ltd,Operation Splice - weaving reconnection through joyful musical communities,"£97,590",11-Jul-23,July,Q2,South West,Plymouth,Music,"Above £30,000",
Weston Artspace CIC,Artspace Encounters,"£29,000",11-Jul-23,July,Q2,South West,North Somerset,Visual arts,"£30,000 and below",
Brenda Callis,Smalltown Boy R&D,"£25,595",11-Jul-23,July,Q2,South West,"Bristol, City of",Theatre,"£30,000 and below",
Mohamed Sangare,Mohamed Sangare,"£6,000",11-Jul-23,July,Q2,South West,North Somerset,Music,"£30,000 and below",Supporting Grassroots Live Music
Emma-Louise Howell,APEX,"£18,044",11-Jul-23,July,Q2,Midlands,South Holland,Theatre,"£30,000 and below",
Sean Kempton,North Devon R &D Kook Ensemble,"£28,913",11-Jul-23,July,Q2,South West,North Devon,Theatre,"£30,000 and below",
ProdigalUPG,The Creation Works,"£100,000",11-Jul-23,July,Q2,South West,Cornwall,Combined arts,"Above £30,000",
Jodie Irvine,Drop It: Score Development,"£15,429",11-Jul-23,July,Q2,London,New Forest,Theatre,"£30,000 and below",
Stuff and Nonsense Theatre Company,Three Little Pigs Touring,"£27,677",11-Jul-23,July,Q2,South West,Dorset,Theatre,"£30,000 and below",
Stuart Waters,Resub A Queer Collision - A radical approach to touring creativity,"£52,275",12-Jul-23,July,Q2,South East,Eastbourne,Dance,"£30,000 and below",
UnderWired,Rainbow Rae & Organisational Development Re-submission,"£30,000",12-Jul-23,July,Q2,South East,Eastbourne,Theatre,"£30,000 and below",
18 Hours Ltd,Journeys Festival of Dance 2023,"£25,085",12-Jul-23,July,Q2,South East,Rother,Dance,"£30,000 and below",
Lake District Summer Music Ltd,"Lake District Summer Music 2023; Launch Pad. set-off point for young musicians and the start of a life-long journey in participation for children communities, families and visitors.","£40,000",12-Jul-23,July,Q2,North,Westmorland and Furness,Music,"Above £30,000",
ALFIE JAMES,What's Eating Gilbert?,"£5,100",12-Jul-23,July,Q2,South East,Braintree,Theatre,"£30,000 and below",
Richard Bundy,Dover Unlocked,"£29,974",12-Jul-23,July,Q2,South East,Dover,Music,"£30,000 and below",
Trestle Theatre Company,Mini Mask Project,"£20,260",12-Jul-23,July,Q2,South East,St Albans,Theatre,"£30,000 and below",
Lancaster BID,Light Up Lancaster 2023,"£99,000",12-Jul-23,July,Q2,North,Lancaster,Combined arts,"Above £30,000",
Erica Mynard,Mr Edmund - r&d Scratch performance,"£34,894",12-Jul-23,July,Q2,Midlands,West Northamptonshire,Theatre,"Above £30,000",
AfreakA Aerials,Freestanding Counterbalance Rig,"£10,000",12-Jul-23,July,Q2,South East,South Oxfordshire,Theatre,"£30,000 and below",
Harrogate Theatre,Get Wed,"£64,983",12-Jul-23,July,Q2,North,North Yorkshire,Theatre,"Above £30,000",
Dean Stalham,EDR TWO TWO,"£17,000",12-Jul-23,July,Q2,South East,Thanet,Literature,"£30,000 and below",
Scarborough Studios CIO,Old Parcels Office Artspace Next Steps,"£29,133",12-Jul-23,July,Q2,North,North Yorkshire,Visual arts,"£30,000 and below",
Peter Groom,New Project- Research & Development,"£29,439",12-Jul-23,July,Q2,North,Northumberland,Theatre,"£30,000 and below",
Blackpool Arts Service,LUTN Sector Development,"£157,500",12-Jul-23,July,Q2,North,Blackpool,Combined arts,"Above £30,000 - Over £100k application",
Joseph Kendon,Brighton Jazz Festival - Connecting Culture and Communities,"£27,000",12-Jul-23,July,Q2,South East,Brighton and Hove,Music,"£30,000 and below",
Desi Arts Development Group CIC,Desifest Luton 2023,"£20,000",12-Jul-23,July,Q2,South East,Luton,Combined arts,"£30,000 and below",
Sweetshop Revolution,Sweetshop Revolution - Organisational Development  (resubmission),"£32,990",12-Jul-23,July,Q2,South East,Hastings,Dance,"£30,000 and below",
Another Space Limited,Echo Capture - Sharing the Stories of Calgarth,"£80,000",12-Jul-23,July,Q2,North,Westmorland and Furness,Museums,"Above £30,000",Unlocking Collections
Un-Convention,Un-Convention 2023 in partnership with English Folk Expo,"£14,640",12-Jul-23,July,Q2,North,Manchester,Music,"£30,000 and below",
Chaldon Williams,Chaldon Williams,"£9,359",12-Jul-23,July,Q2,London,Lewisham,Dance,"£30,000 and below",
Kelly Green,MILF the Musical: co-creation R+D,"£39,648",12-Jul-23,July,Q2,London,Camden,Theatre,"£30,000 and below",
Scanners Inc,Pop Shop & Friends,"£29,871",12-Jul-23,July,Q2,London,Croydon,Music,"£30,000 and below",
SLiDE Dance Ltd,SOAR,"£29,800",12-Jul-23,July,Q2,London,Croydon,Dance,"£30,000 and below",
Lucy Lill,Women Who Gave No F***s,"£12,469",12-Jul-23,July,Q2,London,Greenwich,Literature,"£30,000 and below",
Sing a Book CIC,Into Da Endz Summer 2023,"£26,361",12-Jul-23,July,Q2,London,Lewisham,Theatre,"£30,000 and below",
Ayyub Wahabi,Welcome to Brittania: An Exhibition and Programme of Events from the Working Class,"£6,474",12-Jul-23,July,Q2,London,Westminster,Visual arts,"£30,000 and below",
One Knowsley,Knowsley Community Arts Project,"£24,889",12-Jul-23,July,Q2,North,Knowsley,Combined arts,"£30,000 and below",
Black British Book Festival,Black British Book Festival 2023,"£77,920",12-Jul-23,July,Q2,Midlands,Birmingham,Literature,"Above £30,000",
Dash Arts Ltd,The Public House Phase 2 R&D: Community Workshops & Performances,"£30,000",12-Jul-23,July,Q2,London,Tower Hamlets,Theatre,"£30,000 and below",
Dawn Woolley,Rebel Selves: queering selfies and self-portraiture,"£28,776",12-Jul-23,July,Q2,North,Leeds,Visual arts,"£30,000 and below",
